sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
1.034538954948738,0.5567456696080751,1.1000974019071381,1.1816087072882795,2
1.6383554656192079,0.3273175090552973,1.2700403579175095,0.7880306774735304,2
0.4307224442782682,-0.5903951331558185,0.5902685338760233,0.7880306774735304,2
0.30995914214417364,-0.1315388120502606,0.6469161858794809,0.7880306774735304,2
0.6722490485464564,-0.5903951331558185,1.0434497499036806,1.1816087072882795,2
1.6383554656192079,-0.1315388120502606,1.156745053910595,0.5256453242636978,2
1.8798820698873961,-0.5903951331558185,1.3266880099209664,0.9192233540784466,2
2.4836985805578657,1.7038864723719689,1.4966309659313384,1.050416030683363,2
0.6722490485464564,-0.5903951331558185,1.0434497499036806,1.3128013838931958,2
0.5514857464123618,-0.5903951331558185,0.7602114898863948,0.3944526476587814,2
0.30995914214417364,-1.0492514542613753,1.0434497499036806,0.26325997105386495,2
2.242171976289678,-0.1315388120502606,1.3266880099209664,1.4439940604981116,2
0.5514857464123618,0.7861738301608542,1.0434497499036806,1.5751867371030281,2
0.6722490485464564,0.09788934850251833,0.9868020979002236,0.7880306774735304,2
0.1891958400100801,-0.1315388120502606,0.5902685338760233,0.7880306774735304,2
1.2760655592169263,0.09788934850251833,0.9301544458967667,1.1816087072882795,2
1.034538954948738,0.09788934850251833,1.0434497499036806,1.5751867371030281,2
1.2760655592169263,0.09788934850251833,0.7602114898863948,1.4439940604981116,2
-0.05233076425810806,-0.8198232937085964,0.7602114898863948,0.9192233540784466,2
1.1553022570828317,0.3273175090552973,1.2133927059140526,1.4439940604981116,2
1.034538954948738,0.5567456696080751,1.1000974019071381,1.7063794137079447,2
1.034538954948738,-0.1315388120502606,0.8168591418898522,1.4439940604981116,2
0.5514857464123618,-1.2786796148141544,0.7035638378829377,0.9192233540784466,2
0.79301235068055,-0.1315388120502606,0.8168591418898522,1.050416030683363,2
0.4307224442782682,0.7861738301608542,0.9301544458967667,1.4439940604981116,2
0.06843253787598655,-0.1315388120502606,0.7602114898863948,0.7880306774735304,2
