Customer ID,loan_default,loan_amount,annual_income,age,employment_length,debt_to_income,credit_limit,credit_used,monthly_debt,recent_inquiries,credit_history_length,monthly_payment,has_mortgage,has_dependents,zipcode,loan_purpose
CUST-00022,0,25201.897316083858,137541.37600249625,51.0,14.0,0.35453632572485694,24967.095467939973,14080.45808278217,4063.617840255503,4.0,18.0,535.4658390836271,Yes,No,36062,major_purchase
CUST-00023,0,30213.502628052785,181138.92998703526,47.0,14.0,0.3959019513591937,26981.667564490264,20304.32956075198,5976.104654081969,3.0,13.0,641.9476412222608,Yes,Yes,95181,wedding
CUST-00024,0,30640.48733193523,170309.33219377568,48.0,14.0,0.4223315180771291,26745.334790855828,18260.95380229455,5993.916567341614,5.0,15.0,651.0198043166787,No,No,81426,moving
CUST-00025,0,26556.08014506034,120896.11354523599,47.0,23.0,0.2629445850743427,29648.037437823186,21196.286338125978,2649.0815344377247,2.0,19.0,564.2382221981222,No,Yes,64987,vacation
CUST-00026,0,14922.529891868748,149499.0964318485,45.0,8.0,0.5200152511053832,38973.92886466726,29927.717696423413,6478.484180919633,2.0,20.0,317.0596598177735,Yes,No,38893,debt_consolidation
CUST-00027,1,29861.523819612165,161467.32749168572,54.0,17.0,0.4689500604410365,25915.799340293284,16598.17059506517,6310.009415539887,3.0,11.0,634.4691317419039,No,No,68878,moving
CUST-00028,1,25146.666635596557,145143.94327131903,36.0,14.0,0.4646409376662677,26921.33486688454,15133.95920954661,5619.9848248471035,3.0,12.0,534.2923503458796,No,No,87236,credit_card_refinancing
CUST-00029,0,32392.40263687201,92278.72707090137,55.0,18.0,0.5665883988018782,24835.820759991257,14317.507847716866,4357.004684548127,8.0,10.0,688.2428271310259,Yes,No,46463,car_financing
CUST-00030,0,35229.34655836885,119485.37464127387,31.0,21.0,0.6095700132199212,21100.438769433953,9383.11204399891,6069.55844997238,5.0,2.0,748.5195014744301,No,Yes,10851,other
CUST-00031,0,31978.708497736134,162253.9403905504,38.0,17.0,0.5049099595595304,27300.873914744123,9266.745674271242,6826.9692067472715,5.0,8.0,679.4530492600162,Yes,No,30926,wedding
CUST-00032,0,25642.796290142323,158182.591633305,53.0,18.0,0.4406801053168521,30038.08922935672,18481.8230627581,5808.993428354788,3.0,18.0,544.8336392985997,Yes,No,65392,car_financing
CUST-00033,0,39291.971582546474,137837.9160657214,51.0,25.0,0.19567246971156446,28132.304463940538,20572.503393693914,2247.590454706253,6.0,14.0,834.8382770082497,No,No,54597,car_financing
CUST-00034,0,14365.092288297952,91384.46602474492,52.0,8.0,0.4992771564937448,35158.55181223504,26513.939484532846,3802.18136204449,5.0,22.0,305.2157581309625,No,No,46421,wedding
CUST-00035,0,30391.99497632255,178233.60053524488,53.0,16.0,0.4194226363576681,30668.744192295035,22748.028426788278,6229.60055200099,4.0,15.0,645.7400761265677,No,No,30379,wedding
CUST-00036,0,27430.88965475846,120061.26554261001,40.0,15.0,0.47687035915422515,28633.315769988814,18551.43476278689,4771.138234984603,5.0,12.0,582.8253389645209,Yes,No,38221,debt_consolidation
CUST-00037,1,20876.53282123462,130606.16702784438,32.0,11.0,0.5125684437557406,28277.919025748346,15102.83527855787,5578.716648197043,5.0,19.0,443.56462626903283,Yes,Yes,54118,home_buying
CUST-00038,0,32587.447949877213,129317.72044680295,40.0,18.0,0.40880895938733186,25816.762858036276,16148.73016489052,4405.520227183283,5.0,9.0,692.3869636171706,No,No,23396,wedding
CUST-00039,0,20742.713892893502,104181.63608069942,53.0,11.0,0.474610995129761,25709.608770043,14406.286480400559,4120.47916454228,6.0,18.0,440.72136951535504,No,Yes,22156,debt_consolidation
CUST-00040,0,42530.85809360027,168130.81937867784,51.0,22.0,0.24799233137108467,15370.899145305255,9130.175915719079,3474.5961560874216,5.0,8.0,903.6550435233335,Yes,No,59797,other
CUST-00041,0,37584.215963920185,155843.56055548706,54.0,23.0,0.22803283410007053,20110.213084385094,11590.799872721398,2961.4540658094725,4.0,12.0,798.5535170233771,No,Yes,22676,home_buying
CUST-00042,0,31843.165912855802,135655.9141998925,37.0,21.0,0.5258601764736859,27505.514110775704,15693.696313250452,5944.670248404555,4.0,10.0,676.5731698987829,Yes,Yes,57052,debt_consolidation
CUST-00043,0,30167.453265530396,81174.80290146626,44.0,25.0,0.1873426239999908,22959.171916252555,13057.755285947931,1267.291714853563,3.0,13.0,640.9692283578221,No,No,55082,major_purchase
CUST-00044,0,28270.365284018902,130400.78512724201,45.0,16.0,0.34310388113648993,31328.92115850232,23346.60293766195,3728.4179567001843,4.0,14.0,600.6617151934377,Yes,No,89131,wedding
CUST-00045,0,38998.44437545441,150661.89261462737,46.0,18.0,0.3093371312736659,18780.477249219824,12035.602884675043,3883.7764711391624,5.0,8.0,828.6016913151909,No,No,44671,credit_card_refinancing
CUST-00046,0,38947.32630144085,188944.3681110257,55.0,21.0,0.3088753626232893,20683.15415450824,13163.189767433132,4863.355017993444,4.0,11.0,827.5155833110708,Yes,Yes,15695,moving
CUST-00047,0,24863.213581153013,134746.80339334428,44.0,13.0,0.39358687961422745,30224.104324914897,19738.80894936314,4419.547823798181,3.0,13.0,528.2698106245721,No,Yes,70217,other
CUST-00048,0,35411.20042371379,168053.31030369806,54.0,22.0,0.29659365880575433,20217.967092118,11913.601957975914,4153.628848116049,4.0,13.0,752.3833586823309,No,No,80284,major_purchase
CUST-00049,0,33886.02966244312,171553.71064024474,47.0,17.0,0.30753606668318534,15315.654102745963,9453.569605842666,4396.5794496005155,2.0,9.0,719.977987325294,Yes,No,26361,credit_card_refinancing
CUST-00050,0,20995.601317553075,117424.44529228171,55.0,16.0,0.5524224144193814,30747.07598953252,16569.16896840254,5405.657965018237,6.0,20.0,446.09447993401454,No,No,59615,car_financing
CUST-00051,1,22680.885690216386,142669.3567407445,47.0,10.0,0.42242942881340106,32409.746221235084,14849.972118877306,5022.311239764004,6.0,19.0,481.90179235119365,No,No,20328,home_improvement
CUST-00052,0,25114.46490968443,123574.04523171722,43.0,17.0,0.3751796589751968,32559.425895146152,24297.462140075982,3863.5390123517677,4.0,19.0,533.6081588356446,No,No,82357,other
CUST-00053,0,19098.427613142463,136983.76801559984,50.0,16.0,0.4045454771738153,35966.25315016786,24304.089369217647,4618.0136497448375,2.0,20.0,405.7851454113596,No,No,48427,car_financing
CUST-00054,1,28823.014101728055,183830.44965227254,36.0,14.0,0.4825275753046908,34575.1897627195,14340.277192846605,7391.938428156843,5.0,15.0,612.4038693329336,No,No,92397,moving
CUST-00055,0,23739.70663944568,98749.48716475842,45.0,13.0,0.5096287730874143,18171.432776485253,10846.567632252705,4193.798332232266,5.0,15.0,504.3986084006961,No,No,91070,wedding
CUST-00056,1,28085.24209070222,156100.56838576967,35.0,14.0,0.3231815773432658,29813.551741908577,20582.82101557175,4204.068992924448,4.0,16.0,596.7283944279454,Yes,No,57400,major_purchase
CUST-00057,0,34564.50794789229,160350.07014931235,52.0,21.0,0.25972937973097965,29432.756011747173,22893.155490853525,3470.635354974998,4.0,16.0,734.3936457918572,Yes,No,85674,car_financing
CUST-00058,1,27835.17273555501,124638.59910056359,35.0,17.0,0.3748073351541511,22461.654309611236,14500.695126336295,3892.955098852401,1.0,9.0,591.4151596582145,Yes,No,35203,moving
CUST-00059,1,29406.46821690899,146058.72689170256,46.0,14.0,0.422952844505773,28456.76184298604,21960.825962602434,5147.99616697812,4.0,11.0,624.8005450051564,Yes,No,19116,vacation
CUST-00060,0,26813.392549441505,138621.21136712492,42.0,9.0,0.2839581792688053,19339.757810661387,10301.636681004089,3280.2188989870842,4.0,12.0,569.7053503587728,Yes,Yes,16006,home_improvement
CUST-00061,0,34917.85757404573,148068.26985270475,45.0,20.0,0.3254535588532465,25309.914574844966,19295.638407051712,4015.778781400469,6.0,18.0,741.9012810974492,Yes,Yes,96673,medical_expenses
CUST-00062,0,28127.26378306947,124080.83795073339,42.0,19.0,0.3687097294777425,25508.490835014094,17677.737496367932,3812.4843495155424,4.0,16.0,597.6212312045154,No,No,39871,car_financing
CUST-00063,0,20596.506480096978,133600.56111216184,42.0,11.0,0.5735310996626372,34672.918347461506,14482.074952936373,6385.339727516962,5.0,12.0,437.61489407854845,Yes,Yes,47930,car_financing
CUST-00064,0,35839.51136087134,147376.68587255012,53.0,24.0,0.23898955653196324,22786.514002987496,14316.849078543924,2935.1240666526005,4.0,15.0,761.4837003144427,Yes,Yes,20458,car_financing
CUST-00065,0,27756.698638870974,144013.36710844445,37.0,19.0,0.5464857851513841,36329.77378833913,20595.859621581858,6558.438166379398,4.0,12.0,589.7478170172924,No,No,40512,home_improvement
CUST-00066,0,30649.930903871114,179182.85977092426,51.0,16.0,0.43425357177117074,31295.55699863907,25993.683413702252,6484.233071308056,4.0,16.0,651.2204523118345,Yes,No,23238,small_business
CUST-00067,1,27540.476992792013,103863.79689192402,44.0,16.0,0.32186582202681824,28817.62550565153,16591.661996910894,2785.850530453801,4.0,8.0,585.1537460355087,No,No,59823,medical_expenses
CUST-00068,0,28152.315637344607,76950.31262369605,38.0,15.0,0.7999999999999999,23138.029943427107,12260.333322337274,5130.020841579736,7.0,6.0,598.1535090723995,Yes,No,46434,medical_expenses
CUST-00069,0,26091.44786392898,115598.6928588038,39.0,16.0,0.435435982759655,24629.831165777025,15891.681283941465,4194.652535892062,4.0,16.0,554.3661593466258,No,No,69429,major_purchase
CUST-00070,0,25933.647564839735,128144.37616395297,49.0,17.0,0.3380568184764865,32077.65990068488,20962.025704017648,3610.0066759700044,3.0,13.0,551.013369336425,No,No,93320,home_buying
CUST-00071,0,20626.953126392582,84382.0542022651,41.0,20.0,0.353018729027216,31740.156697637176,21949.53794205503,2482.3704605991065,2.0,18.0,438.2617953336993,Yes,No,57819,car_financing
CUST-00072,0,25219.01173070291,95482.08848141755,52.0,17.0,0.6466398350194866,31496.570007670623,20489.11959449036,5145.210161911656,7.0,16.0,535.8294698162453,Yes,No,31319,moving
CUST-00073,0,24235.48952588474,132356.92603111168,46.0,14.0,0.40714641865236423,31835.241508915973,20013.025362356788,4490.72070145025,4.0,15.0,514.9325295559485,No,No,58520,vacation
CUST-00074,0,34745.38031954474,154594.00771840554,48.0,19.0,0.3194738113884511,21539.99900955622,12884.151771100373,4115.7280719678865,5.0,14.0,738.2366491593899,No,No,56566,vacation
CUST-00075,0,35700.03129629446,142867.5215178624,46.0,22.0,0.2675514170972959,19675.06961096891,13541.15613486745,3185.367319940208,4.0,13.0,758.5201611460471,No,Yes,37460,small_business
CUST-00076,0,28655.14303588376,120136.35329952756,43.0,17.0,0.3462773060878327,24205.5521109014,14815.548300944041,3466.707731981376,4.0,12.0,608.8371052912117,No,Yes,97841,moving
CUST-00077,0,24747.879148428645,158306.1966105567,53.0,17.0,0.41341410799445966,37000.16635957944,28586.133983250857,5453.8345884790715,3.0,17.0,525.8192947757287,Yes,No,44993,home_improvement
CUST-00078,0,28746.829586769505,76190.03601633396,41.0,23.0,0.2744482173421101,20830.683718331875,11322.350991657617,1742.5182969928353,4.0,13.0,610.7851735373031,Yes,Yes,99593,other
CUST-00079,0,25204.514946086667,116825.2689959883,48.0,20.0,0.28097022418854734,29015.48246807124,18424.191314529253,2735.368501724182,2.0,15.0,535.5214559853343,Yes,No,94939,credit_card_refinancing
CUST-00080,0,30894.563937678362,112193.06881244261,31.0,14.0,0.40004895134363017,11300.87693498313,6052.557897233784,3740.2266272034503,3.0,7.0,656.4181813189904,No,No,19358,home_improvement
CUST-00081,0,29551.64126518592,167039.62986533734,53.0,21.0,0.38853002922553614,29087.841483661403,20191.212339562717,5408.326022783521,4.0,19.0,627.8850432527676,No,No,89840,major_purchase
CUST-00082,0,24635.036197473113,131336.33334199406,37.0,10.0,0.4741661918959472,15836.511207713094,7735.562242571619,5189.604086529171,3.0,12.0,523.421715551425,Yes,No,93227,medical_expenses
CUST-00083,0,37138.76662969198,166763.50891541675,44.0,18.0,0.37395023975057906,19925.80892250288,14819.675736727584,5196.77117838066,5.0,13.0,789.0890351024258,Yes,No,32431,moving
CUST-00084,0,26557.70984562447,136618.74103895202,56.0,17.0,0.4731224160028733,28300.379102535207,12928.15539075264,5386.449069301657,6.0,18.0,564.2728485188743,Yes,Yes,80010,vacation
CUST-00085,0,29622.52701282774,155456.1244131903,47.0,14.0,0.4093569756594171,27495.60761646443,18962.657545374605,5303.087411459805,4.0,13.0,629.3911559023051,Yes,No,42087,small_business
CUST-00086,0,34708.577350262705,149368.4304978052,43.0,16.0,0.2929003580140463,19211.522477681883,12651.318034512227,3645.838897400278,3.0,8.0,737.454694825547,No,No,31417,home_improvement
CUST-00087,0,21949.66313992252,105776.79815734625,48.0,14.0,0.4211272775881526,24575.846039016786,18264.613102535528,3712.1245866662284,4.0,20.0,466.36547413121224,No,No,70589,medical_expenses
CUST-00088,0,31758.95015777366,153334.00972481887,46.0,17.0,0.31542657217412506,25774.727561314223,17809.593398783374,4030.4684237677975,4.0,14.0,674.7838339851594,No,No,59735,credit_card_refinancing
CUST-00089,0,32077.435036944742,118821.0240819989,37.0,13.0,0.2938062861762523,17418.66880141942,9876.6714047091,2909.1969837659276,4.0,6.0,681.5506964527702,No,Yes,45382,small_business
CUST-00090,0,24666.061862841965,127617.55162150513,41.0,14.0,0.5539388932682959,32575.573072200732,17538.01669366371,5891.027108902182,5.0,12.0,524.0809192507138,Yes,Yes,93886,home_buying
CUST-00091,0,28746.10930638822,159781.2647304796,44.0,12.0,0.4579946066305357,29932.71926791611,23419.395001615772,6098.246457263791,5.0,15.0,610.7698697078373,No,Yes,83000,wedding
CUST-00092,0,24917.5385090713,116084.51210962718,47.0,12.0,0.5421185800370631,28207.678945462467,13609.530736040415,5244.297572430529,6.0,11.0,529.4240547969883,No,No,38785,home_improvement
CUST-00093,0,20714.382289324793,77851.23393021518,55.0,14.0,0.5485860323261001,34421.26033754895,25395.668976870104,3559.0082944556507,7.0,18.0,440.1194066675887,No,No,99733,other
CUST-00094,0,26888.115805136007,131371.11077254527,35.0,12.0,0.4272250162282768,25176.81268940965,18785.4329062879,4677.085410977284,3.0,10.0,571.2929987134855,No,No,52504,credit_card_refinancing
CUST-00095,0,21586.152926587998,69011.7027225525,61.0,13.0,0.4704680040783914,22919.778787286064,17089.880212320724,2705.6498364942136,7.0,21.0,458.64195637549096,No,No,17331,other
CUST-00096,0,33896.41354380894,101740.05922500763,41.0,21.0,0.46552574797814383,25154.438452086608,18251.84288070253,3946.8847641718608,5.0,9.0,720.1986141169501,No,No,40021,medical_expenses
CUST-00097,0,31291.811414640702,96938.45607698384,39.0,22.0,0.22472323174292666,19955.523968772453,12987.220533402957,1815.3602608157964,3.0,13.0,664.8585162234477,No,No,14207,home_buying
CUST-00098,0,29772.543453913386,158849.5937246951,49.0,14.0,0.38189597700990774,26871.225112227487,16731.330177464202,5055.335066093278,5.0,14.0,632.578561933477,Yes,Yes,51347,credit_card_refinancing
CUST-00099,0,19212.85050728054,143209.6313524779,52.0,11.0,0.46130092005618295,35741.937920478435,16110.10043276756,5505.227891983737,5.0,18.0,408.216293759104,Yes,Yes,62581,credit_card_refinancing
CUST-00100,0,20934.16460911737,76820.61912299882,53.0,12.0,0.5153250503504009,25897.957044767525,20537.73259578597,3298.9657847923613,6.0,20.0,444.78913144296797,Yes,No,45093,debt_consolidation
CUST-00101,0,29198.36324849878,145834.69124995283,42.0,15.0,0.4067890209162316,32318.90398122165,16349.964084554815,4943.6626057657695,5.0,10.0,620.3789294367076,No,No,18675,small_business
CUST-00102,0,34260.88327367783,121819.51322456369,44.0,22.0,0.30528344487894565,19425.436979685066,12037.532672142619,3099.1233875559233,4.0,12.0,727.9425187633782,Yes,No,37653,major_purchase
CUST-00103,0,31653.953938189534,128352.17081951472,41.0,17.0,0.5994705651768479,25608.969400561033,12170.546669256732,6411.9456985708175,6.0,8.0,672.5529746131413,No,No,84341,home_buying
CUST-00104,0,30161.816787791722,149510.77086128254,49.0,17.0,0.40044562519975135,29481.263085471932,20521.54474208905,4989.244509303588,5.0,16.0,640.8494698632945,No,No,51245,car_financing
CUST-00105,0,17287.25420920628,97030.02733119331,51.0,7.0,0.375108542225984,25293.946176833444,16057.918681205112,3033.066008695942,4.0,18.0,367.3030631180675,Yes,Yes,37869,car_financing
CUST-00106,0,25071.108396114374,87386.11158135565,49.0,16.0,0.6729844264786949,28980.62325301758,17186.833377251056,4900.791015398489,7.0,13.0,532.686961053297,No,Yes,95909,home_buying
CUST-00107,0,31225.144307049333,117132.74761061379,41.0,19.0,0.3075489302227276,23706.22395264936,15407.819166707994,3002.0042684744185,5.0,16.0,663.442037207683,No,No,75435,home_improvement
CUST-00108,0,24248.864490778145,177518.64487362732,40.0,14.0,0.30746981586349725,31069.025881478927,16208.30184808391,4548.468754302646,2.0,17.0,515.2167080330503,Yes,No,61856,vacation
CUST-00109,0,28927.53354831545,167811.78683666745,44.0,19.0,0.43480945242791247,23559.111358337534,9009.176193929172,6080.512595450079,4.0,15.0,614.624598687773,Yes,Yes,94259,medical_expenses
CUST-00110,0,36864.57853824008,216031.85959962086,55.0,15.0,0.4531178044614389,27008.63475201855,19904.91071931544,8157.323492958502,6.0,14.0,783.26334846405,Yes,Yes,70142,home_improvement
CUST-00111,1,25182.748707928484,156656.18149877232,43.0,9.0,0.4911198530538371,20563.288171805663,13858.001776180587,6411.413403137692,4.0,15.0,535.0589877499913,Yes,Yes,28726,wedding
CUST-00112,0,27993.32842350918,113554.08437286357,49.0,15.0,0.32213727104102485,20343.650993806834,12906.674511837198,3048.3335712863795,5.0,15.0,594.7755006315182,No,No,44718,car_financing
CUST-00113,0,34630.934662065876,163714.81520391614,45.0,18.0,0.34343523621378513,20332.577166998948,14171.78793834397,4685.453019271094,5.0,15.0,735.8050171579259,No,No,28301,small_business
CUST-00114,1,30226.375158030358,160646.6375696257,40.0,16.0,0.3916164687584933,38470.56524459209,20455.445928096487,5242.655743578526,5.0,11.0,642.2211444422414,No,Yes,42325,major_purchase
CUST-00115,0,25392.0735572808,154547.73847766785,48.0,13.0,0.49277227685101355,30792.33409803188,20638.098206596696,6346.403414317949,4.0,16.0,539.5065221833595,No,Yes,83579,credit_card_refinancing
CUST-00116,0,39483.20699609143,176895.46088368635,53.0,22.0,0.2536018105072626,19541.369777423988,13102.62118251203,3738.4174292182925,4.0,11.0,838.9014643902174,No,Yes,80644,home_buying
CUST-00117,0,25306.383621026915,163547.13928338964,49.0,14.0,0.400608507994728,33011.566734453765,25649.478692212037,5459.864621260392,3.0,16.0,537.6858642764674,Yes,No,44438,vacation
CUST-00118,0,27633.12133796515,97503.74089593973,49.0,15.0,0.4107916235884007,28799.097904247697,18756.173541816905,3337.810002382152,6.0,12.0,587.1221645796485,No,Yes,86622,credit_card_refinancing
CUST-00119,0,18014.231268981173,97835.24525899277,48.0,7.0,0.49074350747113116,29949.18201579572,17406.46508668173,4001.000951058039,5.0,15.0,382.74917721117106,No,No,66155,small_business
CUST-00120,0,26078.76936816135,121409.6383972485,45.0,12.0,0.478890839495561,26662.04144790906,11831.051934210107,4845.163637909236,5.0,9.0,554.0967787801792,No,Yes,86484,home_improvement
CUST-00121,0,37510.58719280011,151780.9225803272,49.0,21.0,0.2512232326659093,20424.167931784337,12995.086439754215,3177.5745023036584,4.0,9.0,796.9891232313531,No,Yes,62350,small_business
CUST-00122,0,28840.44068746649,129029.73733865785,45.0,14.0,0.37058140989793475,22625.449140802117,12908.968112752958,3984.668498476669,4.0,9.0,612.7741327792829,Yes,No,57447,moving
CUST-00123,0,16270.949214022454,89714.82737522575,58.0,9.0,0.45873122584729853,33206.07785558801,22922.730180951658,3429.582728209674,6.0,20.0,345.7095854451114,Yes,No,38746,credit_card_refinancing
CUST-00124,0,25146.463881889682,152245.62923206994,49.0,18.0,0.38470021466009485,32688.857616758414,24264.54740434329,4880.743853886544,3.0,20.0,534.2880424288044,Yes,Yes,28131,home_buying
CUST-00125,0,18076.87413084162,119586.15220101569,45.0,12.0,0.4177459319481275,26690.824643462558,17135.667585513733,4163.052383275326,3.0,20.0,384.0801528979618,No,No,76784,wedding
CUST-00126,0,40469.15264785578,159625.42277588946,43.0,19.0,0.26296178465721254,15845.352614592091,11004.458405106256,3497.9488374841626,4.0,8.0,859.849895736135,No,No,74686,wedding
CUST-00127,0,19789.49887794967,95996.97759815723,46.0,9.0,0.5081335960088662,27037.287779804657,16172.081547263708,4064.9407860778506,5.0,14.0,420.4683674733912,No,No,21915,vacation
CUST-00128,0,25503.646397232318,119750.00829790912,43.0,17.0,0.6059899993734726,29811.88126727,14499.927540896922,6047.275621118607,5.0,12.0,541.8771153023727,Yes,No,16175,home_buying
CUST-00129,0,27628.645394407096,175789.32643746893,52.0,14.0,0.4342339270499408,34960.82070267733,27314.577640019463,6361.140796033843,4.0,16.0,587.0270640067455,No,No,24371,car_financing
CUST-00130,0,20701.17117283292,117659.06294044064,51.0,11.0,0.5040314051289194,34988.44489244539,17723.102728540893,4941.988568335189,6.0,15.0,439.8387094848001,No,No,30033,vacation
CUST-00131,0,24313.632097310474,133589.82169090433,39.0,10.0,0.45866465574515247,28495.666554968502,19760.21126482346,5106.077464742911,4.0,13.0,516.5928282648845,Yes,Yes,92240,wedding
CUST-00132,1,29858.333237780804,134967.75175473903,41.0,18.0,0.36946287986696713,31435.24543593981,20688.499170018098,4155.464521039649,3.0,9.0,634.401341307078,Yes,No,30969,home_buying
CUST-00133,1,28549.91517653576,212445.49090412608,32.0,13.0,0.480424094346408,32415.722087774542,17239.91656751104,8505.327713799403,4.0,17.0,606.6013242587736,Yes,No,99192,home_buying
CUST-00134,0,23610.47177544296,88917.54955618939,47.0,15.0,0.5749225099337115,32474.034089821136,23723.316947124436,4260.058397333299,6.0,14.0,501.65274946697554,No,Yes,65333,home_improvement
CUST-00135,0,27665.961650941015,164604.61024574155,53.0,19.0,0.3259958502098729,29279.363660938416,18882.19857858764,4471.701655460439,2.0,14.0,587.8199241777787,Yes,Yes,88172,home_improvement
CUST-00136,0,26184.026876131993,85948.4910777853,48.0,16.0,0.5173227398350123,33311.44489636195,22684.926023563465,3705.2590740870833,6.0,11.0,556.3331897582282,No,Yes,18326,medical_expenses
CUST-00137,1,22851.019302161156,105217.73100536084,36.0,13.0,0.4654532541754842,29878.36218594316,13608.446534509323,4081.161274450495,5.0,13.0,485.51662881107376,No,No,60432,small_business
CUST-00138,0,33760.9357242987,209191.27663292692,54.0,16.0,0.32601184540169303,33310.88473399174,28163.832322229155,5683.23617808638,4.0,16.0,717.3201108284309,Yes,No,60019,other
CUST-00139,0,23878.784120519602,122411.8962517734,45.0,14.0,0.44441927544488735,30972.519799500256,20519.132271393093,4533.517186503988,4.0,16.0,507.35359385940427,No,No,88104,home_buying
CUST-00140,1,29749.418879927824,163222.0442424276,50.0,15.0,0.439580704061009,27075.465848457097,20034.759789975302,5979.1050938636245,5.0,16.0,632.0872330760768,No,Yes,71348,debt_consolidation
CUST-00141,0,25726.185837525743,124695.17513727631,52.0,14.0,0.4888078217557822,28974.127717112024,16633.646229993967,5079.331411858983,6.0,16.0,546.6054207403076,Yes,No,79352,home_improvement
CUST-00142,0,34366.80535548409,176425.6193834226,51.0,18.0,0.450000200089979,25791.481306345602,18398.190043725455,6615.96366862822,6.0,16.0,730.1930499714264,No,No,42953,vacation
