timestamp,energy_consumption,outdoor_temperature,humidity,wind_speed,cloud_cover,occupancy
2020-01-07 14:00:00,102.13,2.6,46.1,1.0,7.1,0.940787737264623
2020-01-07 15:00:00,98.0,6.4,49.8,4.5,29.3,0.9803436947452885
2020-01-07 16:00:00,92.22,3.2,47.6,3.5,17.0,0.9402554144565086
2020-01-07 17:00:00,78.09,6.6,43.0,2.6,48.2,0.6466688813219528
2020-01-07 18:00:00,62.51,7.3,44.7,0.9,22.1,0.5886049289290061
2020-01-07 19:00:00,35.69,3.1,40.2,5.5,19.8,0.5811129260809138
2020-01-07 20:00:00,32.55,6.4,48.3,0.9,31.3,0.0
2020-01-07 21:00:00,33.74,4.9,37.8,2.0,53.3,0.0
2020-01-07 22:00:00,36.08,5.3,43.2,5.3,67.1,0.0
2020-01-07 23:00:00,42.96,6.9,46.8,6.3,11.2,0.0
2020-01-08 00:00:00,63.76,-2.8,46.2,2.9,14.2,0.0
2020-01-08 01:00:00,78.7,-3.3,55.6,7.0,17.4,0.0
2020-01-08 02:00:00,89.38,-2.9,51.5,2.6,6.3,0.0
2020-01-08 03:00:00,106.72,-2.1,43.5,8.4,39.2,0.0
2020-01-08 04:00:00,114.65,-0.0,39.6,6.1,68.6,0.0
2020-01-08 05:00:00,111.79,1.5,42.3,9.5,39.7,0.0
2020-01-08 06:00:00,118.32,2.0,45.0,8.3,22.3,0.0
2020-01-08 07:00:00,108.35,3.7,48.7,2.2,30.0,0.7741742741262849
2020-01-08 08:00:00,210.07,2.7,45.3,6.6,32.5,0.8648031546789919
2020-01-08 09:00:00,160.02,6.1,44.6,4.0,41.6,0.7090027432332345
2020-01-08 10:00:00,167.19,3.1,53.2,4.3,30.7,0.9051499364961866
2020-01-08 11:00:00,126.44,9.5,52.8,4.8,19.8,0.949173930262384
2020-01-08 12:00:00,155.32,5.7,47.3,3.2,27.2,0.9842419904713261
2020-01-08 13:00:00,145.17,3.0,,4.9,47.4,0.9480693257341046
2020-01-08 14:00:00,121.04,2.8,46.3,5.7,37.5,0.9125131081327118
2020-01-08 15:00:00,103.19,6.1,53.6,4.6,44.5,0.9395648805522052
2020-01-08 16:00:00,89.3,4.7,44.6,1.1,9.4,0.9095615864199397
2020-01-08 17:00:00,65.32,6.5,48.1,1.3,52.8,0.5636762674678035
2020-01-08 18:00:00,55.43,5.9,49.7,1.1,75.7,0.519048482585737
2020-01-08 19:00:00,37.13,4.6,52.5,6.2,14.5,0.5171567985778818
2020-01-08 20:00:00,38.76,2.8,40.9,12.3,62.0,0.0
2020-01-08 21:00:00,42.82,1.1,50.2,0.9,53.1,0.0
2020-01-08 22:00:00,45.9,2.8,40.2,1.6,7.0,0.0
2020-01-08 23:00:00,44.27,4.9,44.8,2.8,17.1,0.0
2020-01-09 00:00:00,68.91,-1.9,45.6,1.2,47.6,0.0
2020-01-09 01:00:00,96.57,-4.2,,2.0,35.3,0.0
2020-01-09 02:00:00,89.44,-0.8,47.2,5.2,40.4,0.0
2020-01-09 03:00:00,98.53,0.3,36.3,3.6,26.4,0.0
2020-01-09 04:00:00,123.31,-1.6,46.7,4.5,60.4,0.0
2020-01-09 05:00:00,115.39,1.1,56.4,1.5,68.3,0.0
2020-01-09 06:00:00,110.6,1.6,44.0,7.1,33.4,0.0
2020-01-09 07:00:00,141.19,-0.2,42.4,0.8,91.6,0.7566078417925699
2020-01-09 08:00:00,158.81,3.4,48.3,8.7,53.2,0.8040449258454293
2020-01-09 09:00:00,161.98,4.3,48.0,2.7,87.6,0.891681899829092
2020-01-09 10:00:00,175.79,5.9,34.5,4.8,17.0,0.9526757486471003
2020-01-09 11:00:00,179.13,6.3,54.7,1.8,46.7,0.9562220500845959
2020-01-09 12:00:00,147.82,1.8,44.6,4.2,58.7,0.9597714344069763
2020-01-09 13:00:00,128.64,2.9,43.8,2.6,60.7,0.9047601759966845
2020-01-09 14:00:00,103.7,6.0,46.0,3.3,11.9,0.9763339043974496
2020-01-09 15:00:00,110.67,6.2,47.3,2.3,33.3,0.982508300971628
2020-01-09 16:00:00,91.3,6.2,40.1,6.5,24.6,0.9258097286583886
2020-01-09 17:00:00,57.23,12.8,49.5,1.2,25.3,0.6313222186014118
2020-01-09 18:00:00,63.93,6.2,44.9,1.0,34.0,0.5363144474140504
2020-01-09 19:00:00,39.78,7.1,39.8,3.7,46.0,0.5407108890405673
2020-01-09 20:00:00,47.68,6.4,57.2,1.0,42.1,0.0
2020-01-09 21:00:00,36.03,5.4,43.6,0.9,20.4,0.0
2020-01-09 22:00:00,48.06,3.1,44.8,4.1,13.7,0.0
2020-01-09 23:00:00,44.59,4.7,42.2,1.6,27.4,0.0
2020-01-10 00:00:00,70.24,-3.8,47.1,7.6,76.3,0.0
2020-01-10 01:00:00,82.47,-2.2,40.4,5.8,32.2,0.0
2020-01-10 02:00:00,97.18,-2.0,47.7,6.6,36.0,0.0
2020-01-10 03:00:00,92.58,-0.3,45.6,2.8,18.4,0.0
2020-01-10 04:00:00,91.42,4.9,47.1,6.9,56.6,0.0
2020-01-10 05:00:00,120.1,-2.9,43.3,10.2,22.3,0.0
2020-01-10 06:00:00,108.35,2.9,49.5,2.7,50.0,0.0
2020-01-10 07:00:00,141.56,-1.1,48.1,0.8,46.8,0.7151353114209215
2020-01-10 08:00:00,191.65,1.8,50.5,0.6,76.3,0.8225838004693529
2020-01-10 09:00:00,170.94,5.4,40.9,2.3,60.0,0.73571127360578
2020-01-10 10:00:00,145.56,3.9,49.6,7.4,8.6,0.9704771893614407
2020-01-10 11:00:00,178.46,2.0,55.0,5.1,25.1,0.9435035704066715
2020-01-10 12:00:00,173.07,3.1,45.9,1.5,23.9,0.9478024283285049
2020-01-10 13:00:00,130.04,6.2,52.4,5.2,67.5,0.9218533370802836
2020-01-10 14:00:00,124.58,3.6,42.3,15.8,74.0,0.9805263779365768
2020-01-10 15:00:00,95.01,5.6,49.5,8.5,89.1,0.9862518034699387
2020-01-10 16:00:00,72.99,5.3,47.0,5.5,56.5,0.9589174578832165
2020-01-10 17:00:00,71.3,3.9,48.3,2.0,54.2,0.5204232662865115
2020-01-10 18:00:00,68.74,9.3,42.1,2.4,32.8,0.5588629922488586
2020-01-10 19:00:00,56.09,6.1,51.9,2.4,32.3,0.5939893488245194
2020-01-10 20:00:00,35.38,0.5,40.3,2.0,55.0,0.0
2020-01-10 21:00:00,36.81,4.6,45.1,3.0,40.0,0.0
2020-01-10 22:00:00,40.6,2.4,44.3,0.7,34.5,0.0
2020-01-10 23:00:00,40.07,5.0,43.5,1.6,25.4,0.0
2020-01-11 00:00:00,50.7,-3.8,41.1,3.0,35.7,0.0
2020-01-11 01:00:00,58.61,-1.9,46.7,3.2,29.5,0.0
2020-01-11 02:00:00,59.01,-0.0,38.4,1.4,38.4,0.0
2020-01-11 03:00:00,60.94,1.3,49.1,1.5,35.3,0.0
2020-01-11 04:00:00,79.61,-2.1,43.0,5.2,50.7,0.0
2020-01-11 05:00:00,71.76,0.3,47.3,0.7,30.7,0.0
2020-01-11 06:00:00,80.35,0.6,46.7,3.3,37.1,0.0
2020-01-11 07:00:00,85.18,0.9,40.0,13.8,22.3,0.0
2020-01-11 08:00:00,70.05,6.3,49.9,1.9,31.7,0.0
2020-01-11 09:00:00,73.44,4.1,54.7,11.8,65.5,0.0
2020-01-11 10:00:00,82.63,1.3,50.0,2.5,51.8,0.2034500698236022
2020-01-11 11:00:00,69.96,6.1,37.6,2.6,24.6,0.2885451835728213
2020-01-11 12:00:00,51.33,8.8,48.0,6.0,32.5,0.21178211706339695
2020-01-11 13:00:00,45.9,7.0,40.7,1.8,25.6,0.21810515760755986
2020-01-11 14:00:00,54.36,2.1,35.9,7.6,24.1,0.21212383354157602
2020-01-11 15:00:00,43.21,4.3,43.6,4.5,70.0,0.21713532753343423
2020-01-11 16:00:00,32.45,,41.0,1.9,27.9,0.0
2020-01-11 17:00:00,31.96,3.8,46.2,6.1,46.1,0.0
2020-01-11 18:00:00,26.13,6.0,50.8,1.2,44.9,0.0
2020-01-11 19:00:00,24.76,6.4,45.4,1.9,32.2,0.0
2020-01-11 20:00:00,26.98,2.7,47.3,2.1,14.2,0.0
2020-01-11 21:00:00,27.75,4.1,40.4,14.3,19.3,0.0
2020-01-11 22:00:00,35.54,-2.7,49.3,16.4,42.5,0.0
2020-01-11 23:00:00,36.9,1.3,48.9,6.2,21.6,0.0
2020-01-12 00:00:00,45.02,-2.7,48.6,2.8,26.5,0.0
2020-01-12 01:00:00,61.7,-4.1,42.2,5.5,53.5,0.0
2020-01-12 02:00:00,55.5,2.3,47.3,2.1,39.8,0.0
2020-01-12 03:00:00,73.63,-3.2,53.7,4.6,22.3,0.0
2020-01-12 04:00:00,77.7,-0.6,42.5,3.7,50.8,0.0
2020-01-12 05:00:00,80.59,1.2,45.3,3.0,47.2,0.0
2020-01-12 06:00:00,73.61,4.5,46.0,9.5,25.9,0.0
2020-01-12 07:00:00,84.3,-0.6,45.4,1.4,39.1,0.0
2020-01-12 08:00:00,82.63,5.1,39.1,4.3,36.3,0.0
2020-01-12 09:00:00,69.47,3.4,41.6,6.5,53.9,0.0
2020-01-12 10:00:00,82.9,1.9,48.5,5.7,37.8,0.2899091368220054
2020-01-12 11:00:00,64.13,5.2,40.7,3.5,67.3,0.2847929595131489
2020-01-12 12:00:00,60.05,5.0,46.4,1.6,34.7,0.2265520310562372
2020-01-12 13:00:00,61.47,3.7,44.4,5.1,46.0,0.27046336709778845
2020-01-12 14:00:00,45.44,5.3,49.4,1.4,25.9,0.27883441702332046
2020-01-12 15:00:00,41.55,4.5,47.2,2.4,19.3,0.2154883471690705
2020-01-12 16:00:00,34.44,5.5,44.1,4.9,51.1,0.0
2020-01-12 17:00:00,30.62,6.6,46.2,1.8,68.4,0.0
2020-01-12 18:00:00,22.77,8.3,49.9,0.7,5.7,0.0
2020-01-12 19:00:00,28.14,2.5,41.6,11.3,23.2,0.0
2020-01-12 20:00:00,19.02,8.9,51.2,3.1,31.4,0.0
2020-01-12 21:00:00,31.37,0.4,50.7,4.7,72.2,0.0
2020-01-12 22:00:00,26.05,3.6,36.6,5.0,35.4,0.0
2020-01-12 23:00:00,34.01,4.5,39.6,2.2,31.2,0.0
2020-01-13 00:00:00,62.79,-1.6,37.7,2.3,32.2,0.0
2020-01-13 01:00:00,87.68,-2.8,48.6,9.7,23.6,0.0
2020-01-13 02:00:00,92.33,-1.3,43.3,8.2,13.8,0.0
2020-01-13 03:00:00,94.53,-1.3,43.5,1.9,24.3,0.0
2020-01-13 04:00:00,114.31,-0.8,49.7,6.5,28.8,0.0
2020-01-13 05:00:00,96.98,2.7,44.4,1.3,35.3,0.0
2020-01-13 06:00:00,119.65,2.4,47.6,3.5,64.2,0.0
2020-01-13 07:00:00,119.04,0.9,39.0,2.9,44.0,0.7025580952377395
2020-01-13 08:00:00,172.98,4.7,42.9,2.8,60.8,0.8820056294196019
2020-01-13 09:00:00,152.79,4.0,56.0,3.6,54.2,0.8840775826412905
2020-01-13 10:00:00,142.66,5.5,40.4,8.2,72.9,0.9136522120461885
2020-01-13 11:00:00,134.13,5.6,46.5,1.0,60.5,0.9481052825099638
2020-01-13 12:00:00,157.51,3.0,39.2,3.4,15.5,0.9272215454537562
2020-01-13 13:00:00,134.85,3.9,43.5,2.2,38.0,0.9405778263910897
2020-01-13 14:00:00,123.61,6.7,47.9,3.9,15.9,0.9607086867999436
2020-01-13 15:00:00,94.9,6.6,41.0,5.6,33.3,0.90636323883887
2020-01-13 16:00:00,75.4,5.3,46.6,5.1,30.5,0.9182969984459974
2020-01-13 17:00:00,70.58,,47.0,0.1,26.8,0.581083247753061
2020-01-13 18:00:00,56.09,7.8,49.5,6.2,74.5,0.5051411816717637
2020-01-13 19:00:00,38.11,3.8,37.8,4.6,18.5,0.5703941255199088
2020-01-13 20:00:00,35.74,5.8,42.9,6.4,42.9,0.0
2020-01-13 21:00:00,37.04,3.9,44.2,7.1,23.8,0.0
2020-01-13 22:00:00,38.9,3.5,41.2,10.6,37.4,0.0
2020-01-13 23:00:00,42.32,5.6,47.5,2.6,7.3,0.0
2020-01-14 00:00:00,67.44,-0.4,40.7,9.9,46.7,0.0
2020-01-14 01:00:00,78.93,0.1,49.6,4.3,16.9,0.0
2020-01-14 02:00:00,73.96,1.8,35.7,2.6,15.3,0.0
2020-01-14 03:00:00,88.16,-0.2,49.5,3.0,58.2,0.0
2020-01-14 04:00:00,93.53,,38.3,0.8,29.0,0.0
2020-01-14 05:00:00,115.29,0.5,46.0,4.1,38.2,0.0
2020-01-14 06:00:00,116.28,2.4,49.7,1.0,24.5,0.0
2020-01-14 07:00:00,111.32,2.1,46.6,3.4,15.6,0.7577232375561112
2020-01-14 08:00:00,201.12,3.1,37.7,3.8,48.3,0.8807341349552177
2020-01-14 09:00:00,170.96,4.7,55.5,0.7,26.8,0.77919842297735
2020-01-14 10:00:00,165.44,2.3,33.0,1.2,26.4,0.9674888339527805
2020-01-14 11:00:00,122.44,8.6,41.8,8.7,51.5,0.90343517278547
2020-01-14 12:00:00,149.55,2.8,42.2,2.6,79.6,0.9541678741036796
2020-01-14 13:00:00,135.73,2.6,38.5,1.2,35.0,0.9240541035104899
2020-01-14 14:00:00,98.3,7.6,54.0,2.6,56.3,0.9812237248385476
2020-01-14 15:00:00,85.84,7.0,41.6,5.5,16.8,0.9749791095650651
2020-01-14 16:00:00,82.63,6.7,40.1,4.8,55.7,0.9827401751875994
2020-01-14 17:00:00,68.67,6.6,37.7,0.3,54.0,0.5627926119490332
2020-01-14 18:00:00,65.29,5.2,51.5,1.3,44.7,0.5393499821515948
2020-01-14 19:00:00,37.83,3.3,47.9,2.6,18.8,0.5973781368555733
2020-01-14 20:00:00,34.36,4.9,46.8,,14.2,0.0
2020-01-14 21:00:00,39.04,3.0,50.8,4.7,24.2,0.0
2020-01-14 22:00:00,34.84,5.9,55.4,4.5,50.5,0.0
2020-01-14 23:00:00,43.06,3.2,42.6,0.9,15.7,0.0
2020-01-15 00:00:00,79.54,-3.7,45.2,1.1,17.7,0.0
2020-01-15 01:00:00,72.62,-2.1,42.6,4.7,57.5,0.0
2020-01-15 02:00:00,83.03,0.0,45.9,7.1,8.6,0.0
2020-01-15 03:00:00,99.28,-1.3,35.2,3.9,13.9,0.0
2020-01-15 04:00:00,117.89,-1.1,40.6,8.6,68.2,0.0
2020-01-15 05:00:00,100.33,1.6,42.0,0.3,37.7,0.0
2020-01-15 06:00:00,112.72,2.3,48.9,4.0,31.2,0.0
2020-01-15 07:00:00,122.61,1.4,40.6,4.3,58.0,0.7099265572027548
2020-01-15 08:00:00,185.15,2.1,52.0,4.0,43.0,0.7471123341709729
2020-01-15 09:00:00,189.25,4.0,40.9,4.6,44.3,0.8366195958892448
2020-01-15 10:00:00,169.66,1.1,48.1,4.4,33.0,0.9084477879780998
2020-01-15 11:00:00,193.89,1.6,44.7,1.1,26.7,0.989524546436094
2020-01-15 12:00:00,141.04,3.4,43.0,7.3,59.4,0.9129147500441113
2020-01-15 13:00:00,124.3,4.7,42.7,1.3,64.7,0.9783112995353506
2020-01-15 14:00:00,108.97,5.9,48.1,2.4,48.3,0.9338371655119578
2020-01-15 15:00:00,98.07,8.4,42.3,5.2,72.4,0.9859592498734567
2020-01-15 16:00:00,71.78,7.2,49.6,6.1,24.7,0.9000936637601471
