id,value1,value2,category,timestamp
165,0.0902897700544083,0.535814949215309,C,2020-01-02 03:20:00
166,0.835302495589238,0.227742177711455,B,2020-01-02 03:30:00
167,0.32078006497173583,0.38696253903844413,B,2020-01-02 03:40:00
168,0.18651851039985423,0.04994601053990144,D,2020-01-02 03:50:00
169,0.040775141554763916,0.6408766799844925,C,2020-01-02 04:00:00
170,0.5908929431882418,0.8866892757900913,B,2020-01-02 04:10:00
171,0.6775643618422824,0.3251409869269609,B,2020-01-02 04:20:00
172,0.016587828927856152,0.8048762941033701,C,2020-01-02 04:30:00
173,0.512093058299281,0.1263048410826929,D,2020-01-02 04:40:00
174,0.22649577519793795,0.7231380833827074,A,2020-01-02 04:50:00
175,0.6451727904094499,0.07976023358783046,A,2020-01-02 05:00:00
176,0.17436642900499144,0.2586310102069296,C,2020-01-02 05:10:00
177,0.690937738102466,0.36024125629092707,B,2020-01-02 05:20:00
178,0.3867353463005374,0.1567884022200008,A,2020-01-02 05:30:00
179,0.9367299887367345,0.1844973240547978,D,2020-01-02 05:40:00
180,0.13752094414599325,0.6989256603131765,C,2020-01-02 05:50:00
181,0.3410663510502585,0.09576780501421966,C,2020-01-02 06:00:00
182,0.11347352124058907,0.933907471392305,A,2020-01-02 06:10:00
183,0.9246936182785628,0.7683627890495514,B,2020-01-02 06:20:00
184,0.877339353380981,0.3567336791091804,C,2020-01-02 06:30:00
185,0.2579416277151556,0.6287608157988113,A,2020-01-02 06:40:00
186,0.659984046034179,0.7194160700822073,D,2020-01-02 06:50:00
187,0.8172222002012158,0.594484260432308,B,2020-01-02 07:00:00
188,0.5552008115994623,0.6182572964447147,C,2020-01-02 07:10:00
189,0.5296505783560065,0.9159688960838075,C,2020-01-02 07:20:00
190,0.24185229090045168,0.8810940194066601,D,2020-01-02 07:30:00
191,0.09310276780589921,0.9138049799405266,C,2020-01-02 07:40:00
192,0.8972157579533268,0.8852108667645778,B,2020-01-02 07:50:00
193,0.9004180571633305,0.6853934966997446,B,2020-01-02 08:00:00
194,0.6331014572732679,0.4917554128635001,C,2020-01-02 08:10:00
195,0.3390297910487007,0.48738358449938135,A,2020-01-02 08:20:00
196,0.3492095746126609,0.7715613880569651,A,2020-01-02 08:30:00
197,0.7259556788702394,0.9239542117043561,C,2020-01-02 08:40:00
198,0.8971102599525771,0.08805949903097876,A,2020-01-02 08:50:00
199,0.8870864242651173,0.8768262003681346,A,2020-01-02 09:00:00
200,0.7798755458576239,0.8496783998624498,B,2020-01-02 09:10:00
201,0.6420316461542878,0.08759015409286075,C,2020-01-02 09:20:00
202,0.08413996499504883,0.6565471416332517,B,2020-01-02 09:30:00
203,0.16162871409461377,0.9718902454622422,A,2020-01-02 09:40:00
204,0.8985541885270792,0.8516574545007058,A,2020-01-02 09:50:00
205,0.6064290596595899,0.06284269172765711,C,2020-01-02 10:00:00
206,0.009197051616629648,0.9251868235677951,A,2020-01-02 10:10:00
207,0.1014715428660321,0.173084904978271,A,2020-01-02 10:20:00
208,0.6635017691080558,0.07247574533276269,A,2020-01-02 10:30:00
209,0.005061583846218687,0.22783918035529693,A,2020-01-02 10:40:00
210,0.16080805141749865,0.4832387480096533,A,2020-01-02 10:50:00
211,0.5487337893665861,0.8152252346035467,A,2020-01-02 11:00:00
212,0.6918951976926933,0.2671191524151528,C,2020-01-02 11:10:00
213,0.6519612595026005,0.39025213169859796,C,2020-01-02 11:20:00
214,0.22426930946055978,0.14107822301754214,A,2020-01-02 11:30:00
215,0.7121792213475359,0.2915513178579293,D,2020-01-02 11:40:00
216,0.23724908749680007,0.9020702876986056,C,2020-01-02 11:50:00
217,0.3253996981592677,0.6807934985798936,B,2020-01-02 12:00:00
218,0.7464914051180241,0.6739240176456854,A,2020-01-02 12:10:00
219,0.6496328990472147,0.2498403829047915,A,2020-01-02 12:20:00
220,0.8492234104941779,0.14621513084975857,D,2020-01-02 12:30:00
221,0.6576128923003434,0.8874281590558045,B,2020-01-02 12:40:00
222,0.5683086033354716,0.9436466076610751,D,2020-01-02 12:50:00
223,0.09367476782809248,0.0535823328069166,C,2020-01-02 13:00:00
224,0.3677158030594335,0.5301618367140484,D,2020-01-02 13:10:00
225,0.26520236768172545,0.4398198419697087,D,2020-01-02 13:20:00
226,0.24398964337908358,0.7384034873833198,B,2020-01-02 13:30:00
227,0.9730105547524456,0.30179484125787337,D,2020-01-02 13:40:00
228,0.3930977246667604,0.6205775321971996,C,2020-01-02 13:50:00
229,0.8920465551771133,0.08258274729770754,A,2020-01-02 14:00:00
230,0.6311386259972629,0.8229540106486173,A,2020-01-02 14:10:00
231,0.7948113035416484,0.23869706503922317,A,2020-01-02 14:20:00
232,0.5026370931051921,0.31392594204437385,C,2020-01-02 14:30:00
233,0.5769038846263591,0.378242939405419,D,2020-01-02 14:40:00
234,0.4925176938188639,0.206615815230052,C,2020-01-02 14:50:00
235,0.1952429877980445,0.8088980237395733,C,2020-01-02 15:00:00
236,0.7224521152615053,0.06867443958165431,A,2020-01-02 15:10:00
237,0.2807723624408558,0.9335328026593412,A,2020-01-02 15:20:00
238,0.02431596643145384,0.930592637432326,A,2020-01-02 15:30:00
239,0.6454722959071678,0.827362314403796,A,2020-01-02 15:40:00
240,0.17711067940704894,0.9521457629990384,A,2020-01-02 15:50:00
241,0.9404585843529143,0.7611420416860429,A,2020-01-02 16:00:00
242,0.9539285770025874,0.5625821056569451,A,2020-01-02 16:10:00
243,0.9148643902204485,0.7216216098247926,A,2020-01-02 16:20:00
244,0.3701587002554444,0.003950157501422469,D,2020-01-02 16:30:00
245,0.015456616528867428,0.6854239812870193,A,2020-01-02 16:40:00
246,0.9283185625877254,0.04202691001778913,B,2020-01-02 16:50:00
247,0.42818414831731433,0.8876503223519318,D,2020-01-02 17:00:00
248,0.9666548190436696,0.8965259731445467,B,2020-01-02 17:10:00
249,0.9636199770892528,0.11432002385216467,B,2020-01-02 17:20:00
250,0.8530094554673601,0.6796297506451031,D,2020-01-02 17:30:00
251,0.2944488920695857,0.6681437534953979,C,2020-01-02 17:40:00
252,0.38509772860192526,0.49808166434841084,A,2020-01-02 17:50:00
253,0.8511366715168569,0.02502364079812669,D,2020-01-02 18:00:00
254,0.31692200515627766,0.11410349766627859,B,2020-01-02 18:10:00
255,0.1694927466860925,0.6592755405868856,D,2020-01-02 18:20:00
256,0.5568012624583502,0.529617917557417,C,2020-01-02 18:30:00
257,0.936154774160781,0.04625639983611052,B,2020-01-02 18:40:00
258,0.696029796674973,0.5175567522478197,C,2020-01-02 18:50:00
259,0.570061170089365,0.8492364150645109,C,2020-01-02 19:00:00
260,0.09717649377076854,0.8904685381993311,A,2020-01-02 19:10:00
261,0.6150072266991697,0.6969877691487034,D,2020-01-02 19:20:00
262,0.9900538501042633,0.6626442687385865,C,2020-01-02 19:30:00
263,0.14008401523652403,0.7691066319882607,C,2020-01-02 19:40:00
264,0.5183296523637367,0.13341392226251458,B,2020-01-02 19:50:00
265,0.8773730719279554,0.19019522247307552,D,2020-01-02 20:00:00
266,0.7407686177542044,0.4857353387474641,D,2020-01-02 20:10:00
267,0.697015740995268,0.4510226618643087,C,2020-01-02 20:20:00
268,0.7024840839871093,0.18436082528888742,C,2020-01-02 20:30:00
269,0.35949115121975517,0.6782589082291228,C,2020-01-02 20:40:00
270,0.29359184426449336,0.7410860740759434,D,2020-01-02 20:50:00
271,0.8093611554785136,0.2708438649338172,C,2020-01-02 21:00:00
272,0.8101133946791808,0.31293708588222313,D,2020-01-02 21:10:00
273,0.8670723185801037,0.25733007951765174,A,2020-01-02 21:20:00
274,0.9132405525564713,0.27860357974411565,C,2020-01-02 21:30:00
275,0.5113423988609378,0.36467242072016826,C,2020-01-02 21:40:00
276,0.5015162946871996,0.4410909912908646,C,2020-01-02 21:50:00
277,0.7982951789667752,0.4841841389140441,B,2020-01-02 22:00:00
278,0.6499639307777652,0.4849078331474229,C,2020-01-02 22:10:00
279,0.7019668772577033,0.6172796218630712,A,2020-01-02 22:20:00
280,0.795792669436101,0.3441015666069881,D,2020-01-02 22:30:00
281,0.8900053418175663,0.5034163260714226,D,2020-01-02 22:40:00
282,0.3379951568515358,0.5060979823409827,B,2020-01-02 22:50:00
283,0.375582952639944,0.0966907698514935,C,2020-01-02 23:00:00
284,0.093981939840869,0.6293519926155654,C,2020-01-02 23:10:00
285,0.578280140996174,0.2781676579940593,C,2020-01-02 23:20:00
286,0.035942273796742086,0.04696162471965448,C,2020-01-02 23:30:00
287,0.46559801813246016,0.647101121753918,C,2020-01-02 23:40:00
288,0.5426446347075766,0.048417781088883394,B,2020-01-02 23:50:00
289,0.2865412521282844,0.44188195798713037,C,2020-01-03 00:00:00
290,0.5908332605690108,0.6211496828734658,C,2020-01-03 00:10:00
291,0.03050024993904943,0.9985860147261965,D,2020-01-03 00:20:00
292,0.03734818874921442,0.5151274120419268,C,2020-01-03 00:30:00
293,0.8226005606596583,0.3181961953289272,B,2020-01-03 00:40:00
294,0.3601906414112629,0.4920144574053217,D,2020-01-03 00:50:00
295,0.12706051265188478,0.19570380512734853,A,2020-01-03 01:00:00
296,0.5222432600548044,0.4379510090582537,A,2020-01-03 01:10:00
297,0.7699935530986108,0.8730794393081506,C,2020-01-03 01:20:00
298,0.21582102749684318,0.13612346328061264,D,2020-01-03 01:30:00
299,0.6228904758190003,0.5301482793328951,D,2020-01-03 01:40:00
300,0.085347464993768,0.6208066953377046,B,2020-01-03 01:50:00
301,0.0516817211686077,0.31300890455145647,A,2020-01-03 02:00:00
302,0.531354631568148,0.735914173380829,B,2020-01-03 02:10:00
303,0.5406351216101065,0.6637054339504637,D,2020-01-03 02:20:00
304,0.6374299014982066,0.4639892913275747,C,2020-01-03 02:30:00
305,0.7260913337226615,0.6400713771878511,D,2020-01-03 02:40:00
306,0.9758520794625346,0.8402666056425157,D,2020-01-03 02:50:00
307,0.5163003483011953,0.6004100490748557,C,2020-01-03 03:00:00
308,0.32295647294124596,0.5687939749503876,A,2020-01-03 03:10:00
309,0.7951861947687037,0.6214267114818195,B,2020-01-03 03:20:00
310,0.2708322512620742,0.675574901461942,A,2020-01-03 03:30:00
311,0.4389714207056361,0.4031536898310569,B,2020-01-03 03:40:00
312,0.07845638134226596,0.8368136532313477,B,2020-01-03 03:50:00
313,0.02535074341545751,0.9239036771172672,B,2020-01-03 04:00:00
314,0.9626484146779251,0.6218631319863706,C,2020-01-03 04:10:00
315,0.8359801205122058,0.8867279416008529,A,2020-01-03 04:20:00
316,0.695974206093698,0.744650203066553,B,2020-01-03 04:30:00
317,0.4089529444142699,0.4229650022168878,C,2020-01-03 04:40:00
318,0.17329432007084578,0.49601737461867523,C,2020-01-03 04:50:00
319,0.15643704267108605,0.5701314566241911,A,2020-01-03 05:00:00
320,0.25024289816459533,0.9390652287119042,A,2020-01-03 05:10:00
321,0.5492266647061205,0.6480794108634037,B,2020-01-03 05:20:00
322,0.7145959227000623,0.5085439635342868,C,2020-01-03 05:30:00
323,0.6601973767177313,0.1233986519900706,B,2020-01-03 05:40:00
324,0.27993389694594284,0.6668804222589557,D,2020-01-03 05:50:00
325,0.9548652806631941,0.5547265545633412,A,2020-01-03 06:00:00
326,0.7378969166957685,0.9400081687287386,A,2020-01-03 06:10:00
327,0.5543540525114007,0.3420331260795394,B,2020-01-03 06:20:00
328,0.6117207462343522,0.795443646450351,C,2020-01-03 06:30:00
329,0.4196000624277899,0.28252769219536134,A,2020-01-03 06:40:00
330,0.24773098950115746,0.17177690664036083,B,2020-01-03 06:50:00
331,0.3559726786512616,0.012192034742894875,A,2020-01-03 07:00:00
332,0.7578461104643691,0.89542074760308,D,2020-01-03 07:10:00
333,0.014393488629755868,0.44461870930863834,C,2020-01-03 07:20:00
334,0.11607264050691624,0.28119495291569574,D,2020-01-03 07:30:00
335,0.04600264202175275,0.4031419077107524,B,2020-01-03 07:40:00
336,0.040728802318970136,0.7118515690856897,B,2020-01-03 07:50:00
337,0.8554605840110072,0.3932692324370829,C,2020-01-03 08:00:00
338,0.7036578593800237,0.2257309191708191,A,2020-01-03 08:10:00
339,0.4741738290873252,0.08779010918352892,B,2020-01-03 08:20:00
340,0.09783416065100148,0.621725910206539,A,2020-01-03 08:30:00
341,0.49161587511683236,0.9726890134533822,C,2020-01-03 08:40:00
342,0.4734717707805657,0.6347945021082003,B,2020-01-03 08:50:00
343,0.17320186991001518,0.9468872014510215,D,2020-01-03 09:00:00
344,0.43385164923797304,0.8780026649166831,C,2020-01-03 09:10:00
345,0.39850473439737344,0.15584020530212694,D,2020-01-03 09:20:00
346,0.6158500980522165,0.8790421609616678,A,2020-01-03 09:30:00
347,0.6350936508676438,0.0010907591150676188,A,2020-01-03 09:40:00
348,0.04530400977204452,0.5096408538087482,B,2020-01-03 09:50:00
349,0.3746126146264712,0.5227178845406268,B,2020-01-03 10:00:00
350,0.6258599157142364,0.7268250764163559,C,2020-01-03 10:10:00
351,0.5031362585800877,0.7560218655313277,B,2020-01-03 10:20:00
352,0.8564898411883223,0.2316688300953319,B,2020-01-03 10:30:00
353,0.658693631618945,0.8820275507859123,D,2020-01-03 10:40:00
354,0.1629344270814297,0.17911201062308513,B,2020-01-03 10:50:00
355,0.07056874740042984,0.9614812275472634,D,2020-01-03 11:00:00
356,0.6424192782063156,0.9851272113161745,B,2020-01-03 11:10:00
357,0.026511310541621813,0.6968027818324574,B,2020-01-03 11:20:00
358,0.5857755812734633,0.6486769968891387,B,2020-01-03 11:30:00
359,0.9402302414249576,0.9792030690217379,A,2020-01-03 11:40:00
360,0.575474177875879,0.2420028215902802,C,2020-01-03 11:50:00
361,0.3881699262065219,0.6426602916789927,B,2020-01-03 12:00:00
362,0.6432882184423532,0.40616674995510804,A,2020-01-03 12:10:00
363,0.45825289049151663,0.16757659514970102,C,2020-01-03 12:20:00
364,0.5456167893159349,0.12777226673766828,B,2020-01-03 12:30:00
365,0.9414648087765252,0.7003747268665965,D,2020-01-03 12:40:00
366,0.38610263780077425,0.2289842465813181,B,2020-01-03 12:50:00
367,0.9611905638239142,0.59936312942696,C,2020-01-03 13:00:00
368,0.9053506419560637,0.2376161327248153,B,2020-01-03 13:10:00
369,0.19579113478929644,0.45382608827704696,D,2020-01-03 13:20:00
370,0.06936130087516545,0.7423312169827299,C,2020-01-03 13:30:00
371,0.10077800137742665,0.5281374880859528,A,2020-01-03 13:40:00
372,0.018221825651549728,0.8714750285666086,A,2020-01-03 13:50:00
373,0.0944429607559284,0.5262979204677213,A,2020-01-03 14:00:00
374,0.6830067734163568,0.1942390471499178,B,2020-01-03 14:10:00
375,0.07118864846022899,0.897100614593119,B,2020-01-03 14:20:00
376,0.3189756302937613,0.41790906368766745,B,2020-01-03 14:30:00
377,0.8448753109694546,0.867461383679328,D,2020-01-03 14:40:00
378,0.023271935735825866,0.23238771772371924,B,2020-01-03 14:50:00
379,0.8144684825889358,0.6361688745633755,A,2020-01-03 15:00:00
380,0.28185477477339993,0.16527608094989088,A,2020-01-03 15:10:00
381,0.11816482762165625,0.08006657161802244,A,2020-01-03 15:20:00
382,0.6967371653641506,0.9988960701172479,C,2020-01-03 15:30:00
383,0.628942846779884,0.010531035299193414,D,2020-01-03 15:40:00
384,0.877472013527053,0.5912469668571894,B,2020-01-03 15:50:00
385,0.7350710438038858,0.013432922090576338,D,2020-01-03 16:00:00
386,0.8034809303848486,0.551732277570904,A,2020-01-03 16:10:00
387,0.2820345725713065,0.09990963361510408,C,2020-01-03 16:20:00
388,0.17743954377972282,0.7875361675448994,C,2020-01-03 16:30:00
389,0.7506147516408583,0.29270688487698315,D,2020-01-03 16:40:00
390,0.806834739267264,0.34434233857747576,A,2020-01-03 16:50:00
391,0.9905051420006733,0.25231766332141736,C,2020-01-03 17:00:00
392,0.4126176769114265,0.11392680026409574,C,2020-01-03 17:10:00
393,0.37201808579278317,0.500336396059656,B,2020-01-03 17:20:00
394,0.7764129607419968,0.44767310152820017,C,2020-01-03 17:30:00
395,0.34080354025301784,0.5394319909890226,B,2020-01-03 17:40:00
396,0.9307573256035647,0.6259034520196889,C,2020-01-03 17:50:00
397,0.8584127518430118,0.08864728287936763,B,2020-01-03 18:00:00
398,0.42899402737501835,0.41350851004927813,B,2020-01-03 18:10:00
399,0.7508710677914974,0.5925540514650948,C,2020-01-03 18:20:00
400,0.7545428740846823,0.3231380559793745,B,2020-01-03 18:30:00
