id,name,value,category
103,Person_103,0.9936346897890508,B
104,Person_104,-0.4331325218963612,C
105,Person_105,-0.04228288288269375,C
106,Person_106,0.8457282484070375,B
107,Person_107,0.4672545559268146,B
108,Person_108,-0.20855711950810363,D
109,Person_109,0.29595663601948846,D
110,Person_110,0.11099723401401108,A
111,Person_111,0.34430098636652146,A
112,Person_112,-0.9883787452726311,B
113,Person_113,2.392513849529043,A
114,Person_114,-0.4485963502846295,B
115,Person_115,-1.781551708286243,B
116,Person_116,-0.9541271451162453,A
117,Person_117,-0.4485233900330152,D
118,Person_118,-1.1599037320044276,B
119,Person_119,0.1367148640123016,C
120,Person_120,-0.9223190651430203,B
121,Person_121,-1.809584547003794,B
122,Person_122,0.42370056034499115,C
123,Person_123,0.20562695875316095,B
124,Person_124,0.2374408113319426,C
125,Person_125,0.22896515131197404,B
126,Person_126,0.08433028945962094,D
127,Person_127,-0.07189124940073571,B
128,Person_128,0.04775641040577019,C
129,Person_129,-0.6897365961880021,C
130,Person_130,-0.8333443260983028,D
131,Person_131,-0.24729786757575686,D
132,Person_132,-1.633151530158858,D
133,Person_133,-0.9123536448391469,C
134,Person_134,0.1783835904863448,D
135,Person_135,-0.4953942148830404,C
136,Person_136,-0.6489523202372329,B
137,Person_137,0.7094352580577681,D
138,Person_138,0.33015070835958726,B
139,Person_139,-0.4268666995707747,B
140,Person_140,-0.137327072247845,C
141,Person_141,1.8889792154848108,C
142,Person_142,0.9507212250112702,C
143,Person_143,-0.08893337539451215,D
144,Person_144,-1.3371647501419386,B
145,Person_145,2.0789355558707263,D
146,Person_146,-0.5549349050844922,D
147,Person_147,1.0064959084799434,D
148,Person_148,1.2984534775393455,D
149,Person_149,0.013086224249055981,A
150,Person_150,-0.3114054237760878,C
151,Person_151,0.9448670835302475,D
152,Person_152,-3.3329911244003263,B
153,Person_153,-0.01239244007966392,A
154,Person_154,-0.8154822877137092,A
155,Person_155,0.6450669640280836,B
156,Person_156,-0.37437988344714057,C
157,Person_157,0.15494210627046062,D
158,Person_158,0.15375383197175121,B
159,Person_159,-0.978867478211475,B
160,Person_160,0.4313910202372963,B
161,Person_161,0.1881145821064387,D
162,Person_162,2.1236448252499236,C
163,Person_163,-0.360991365135299,D
164,Person_164,-0.873110958942309,B
165,Person_165,1.124658519546942,D
166,Person_166,0.757563532843021,D
167,Person_167,0.22057199793603371,C
168,Person_168,-1.0441237844933897,B
169,Person_169,0.39274595332860845,C
170,Person_170,0.19866419417493236,A
171,Person_171,-0.04600356260409056,D
172,Person_172,1.4275460447603037,B
173,Person_173,-1.9331350461214332,D
174,Person_174,-0.3330135059997197,D
175,Person_175,0.7272831944634012,B
176,Person_176,-0.44162650157405375,C
177,Person_177,-1.3455818084836861,A
178,Person_178,0.9829085586437722,B
179,Person_179,-0.570065232014185,D
180,Person_180,-0.896625550057815,C
181,Person_181,0.11532544395438216,B
182,Person_182,0.1471004822339601,B
183,Person_183,-0.11320836729477131,D
184,Person_184,-0.8116176128789362,A
185,Person_185,-0.7941512392244937,A
186,Person_186,-0.1667081146360437,C
187,Person_187,1.2724446010710146,D
188,Person_188,-0.6518179214084565,B
189,Person_189,1.326527118218377,A
190,Person_190,1.0124521240927407,D
191,Person_191,-0.17216858309809988,D
192,Person_192,0.16783751516710632,B
193,Person_193,-0.36757404364980295,A
194,Person_194,0.6639295840402523,D
195,Person_195,-0.40777308036946,A
196,Person_196,-1.1238911715625166,B
197,Person_197,1.1413758307465325,B
198,Person_198,-1.0650486947663473,A
199,Person_199,0.22798900182357584,B
200,Person_200,0.20371440623148895,C
201,Person_201,0.4549951424532984,D
202,Person_202,-0.17646726231497306,C
203,Person_203,1.016783272340706,D
204,Person_204,0.976656259686097,D
205,Person_205,-1.0008787753889339,B
206,Person_206,-0.8840359582644103,B
207,Person_207,-0.21322002053968128,D
208,Person_208,0.9668322529808944,D
209,Person_209,-1.029036364940247,D
210,Person_210,-0.13175426260177922,B
211,Person_211,-0.05841673049966293,A
212,Person_212,-0.12866351093252745,A
213,Person_213,1.3747884979488845,B
214,Person_214,-0.3392055431172419,A
215,Person_215,-0.20975644750552386,C
216,Person_216,0.6680743483723376,C
217,Person_217,0.36958622299780325,C
218,Person_218,1.103655595090489,B
219,Person_219,-1.5233465363504497,B
220,Person_220,0.2409473755528319,C
221,Person_221,-0.4369430197404953,B
222,Person_222,1.0321826669253673,D
223,Person_223,0.3452194722833654,B
224,Person_224,0.9476598469630345,B
225,Person_225,1.5184179841378957,D
226,Person_226,1.9239862370634204,D
227,Person_227,0.8255695414330168,A
228,Person_228,-0.12541623995962442,C
229,Person_229,-0.8696583866550955,A
230,Person_230,1.2800581696698972,A
231,Person_231,0.2880966863936836,D
232,Person_232,0.6270438507638364,A
233,Person_233,-0.26325922008419983,B
234,Person_234,0.2783899618501666,A
235,Person_235,-0.7034246302156981,B
236,Person_236,1.3166516775285588,D
237,Person_237,0.586615379663171,B
238,Person_238,0.2785945525534016,C
239,Person_239,1.461678338860013,C
240,Person_240,-1.388654486795501,A
241,Person_241,0.4126760038412361,B
242,Person_242,-1.1658133890128317,C
243,Person_243,-0.5850909301065413,C
244,Person_244,-0.3639738679024375,C
245,Person_245,-0.8790550418154999,D
246,Person_246,0.4917899198976886,A
247,Person_247,0.6933107499347891,A
248,Person_248,1.311452486964558,B
249,Person_249,-0.5929259304647534,A
250,Person_250,0.2631479142779288,B
251,Person_251,-1.2605492328031496,A
252,Person_252,-0.633517046493474,A
253,Person_253,-0.2373703446447493,C
254,Person_254,-0.2277506947892479,C
255,Person_255,2.0941797673266827,D
256,Person_256,-2.26525100129582,A
257,Person_257,1.4404266425570327,A
258,Person_258,-0.9352729263560307,B
259,Person_259,0.670866092066832,D
260,Person_260,-0.10840540892803097,B
261,Person_261,-0.9497505605960654,A
262,Person_262,0.5755503991364039,A
263,Person_263,0.7425701217761612,A
264,Person_264,0.8754191074492417,D
265,Person_265,1.3391435119961703,C
266,Person_266,-1.0436763617251648,D
267,Person_267,1.200526682963068,D
268,Person_268,0.5964757135128546,B
269,Person_269,0.5199400507819023,B
270,Person_270,0.20815138747437212,C
271,Person_271,0.39814455049606856,C
272,Person_272,-0.3578728742316952,A
273,Person_273,-0.0261238530617311,A
274,Person_274,0.8665151892398408,C
275,Person_275,1.562131369094595,C
276,Person_276,1.3983256939738598,B
277,Person_277,0.058288444724034806,A
278,Person_278,-0.5887381327068048,A
279,Person_279,1.5617565061770151,C
280,Person_280,0.18878883362430127,B
281,Person_281,-0.3158033474327738,D
282,Person_282,-2.0701718359010197,C
283,Person_283,-0.33299366357834986,B
284,Person_284,0.17854790091670647,C
285,Person_285,0.702977144882966,C
286,Person_286,0.7764961023474135,B
287,Person_287,0.9220233359390636,C
288,Person_288,-0.23816240945076741,C
289,Person_289,1.3018563771057885,A
290,Person_290,1.380923880916648,A
291,Person_291,-1.0516998284727088,A
292,Person_292,-1.5533871254988552,C
293,Person_293,-0.3307462035677429,C
294,Person_294,-1.0560880627339975,A
295,Person_295,1.7788362337689463,C
296,Person_296,-0.7497834108843565,B
297,Person_297,1.2334856377423562,C
298,Person_298,0.4616348422052587,D
299,Person_299,0.5444681422626333,C
300,Person_300,0.1509528145122416,A
301,Person_301,0.44333574680001986,B
302,Person_302,-1.346990419395098,B
303,Person_303,-0.2646646208842997,D
304,Person_304,-0.23501413007029476,D
305,Person_305,0.6097975251054963,A
306,Person_306,0.18905351617601912,A
307,Person_307,-0.8722558981120415,A
308,Person_308,-0.468609134551774,C
309,Person_309,-0.38684381009045143,D
310,Person_310,0.9851653117431595,D
311,Person_311,-0.9145081163167766,C
312,Person_312,1.5318147179643717,D
313,Person_313,-1.1820638415493772,C
314,Person_314,0.04773606906056236,C
315,Person_315,-0.7914781531089728,C
316,Person_316,0.3542905487115285,A
317,Person_317,-0.3855557539865352,A
318,Person_318,-2.1895431948829733,B
319,Person_319,-0.9976511382041661,B
320,Person_320,1.2054644818678892,A
321,Person_321,-1.4793983100383175,B
322,Person_322,1.852102404825082,C
323,Person_323,0.904815728984174,C
324,Person_324,-0.0579963235140514,A
325,Person_325,-1.1028475655371883,D
326,Person_326,-0.05246662797346603,D
327,Person_327,-1.0477297376584385,A
328,Person_328,0.9060334045168293,B
329,Person_329,-0.5332425136235339,C
330,Person_330,1.2967856261088933,D
331,Person_331,0.7540310844029805,D
332,Person_332,-1.0752101504353964,D
333,Person_333,-0.3422239170597007,D
334,Person_334,-0.990249221492804,D
335,Person_335,0.5804026627234443,D
336,Person_336,0.889648459496732,B
337,Person_337,0.19340694913769557,D
338,Person_338,0.05575450423301298,D
339,Person_339,2.32247100283165,A
340,Person_340,-0.1334156652937948,B
341,Person_341,0.31528490996970154,B
342,Person_342,0.11748775515673099,B
343,Person_343,0.9885563045385773,D
344,Person_344,0.40667812281752197,B
345,Person_345,-0.49707477253126064,A
346,Person_346,-1.6067807935325227,A
347,Person_347,-0.2088110184465,C
348,Person_348,0.45704714309421657,A
349,Person_349,-0.1541840601955573,A
350,Person_350,1.899223050188123,C
351,Person_351,-0.26342668098748057,B
352,Person_352,-1.4037599302778967,B
353,Person_353,1.0405925624471009,D
354,Person_354,0.5701558912384923,D
355,Person_355,-0.1569329158299841,C
356,Person_356,0.9022267963812023,C
357,Person_357,-1.6193311539538875,C
358,Person_358,-0.6348768954678067,B
359,Person_359,0.7758316077294521,D
360,Person_360,0.33719233155483125,C
361,Person_361,-0.5919742019090759,D
362,Person_362,-0.44907570873461494,B
363,Person_363,-0.3875543239233529,C
364,Person_364,0.08923911116048745,C
365,Person_365,-0.14590203810664965,A
366,Person_366,-0.38643168262880945,B
367,Person_367,0.15900968191244316,D
368,Person_368,0.7347891108020062,B
369,Person_369,-0.6429829846548438,B
370,Person_370,0.7509610183979385,C
371,Person_371,1.0246847158295238,C
372,Person_372,-0.5929858647160565,A
373,Person_373,-1.0527796650697734,D
374,Person_374,0.045936493148796206,C
375,Person_375,-0.9993382224792464,C
376,Person_376,-0.21686657522192201,C
377,Person_377,0.43705524907028154,C
378,Person_378,-0.9492029571050901,B
379,Person_379,0.2904967047840143,B
380,Person_380,1.5431726602401876,B
381,Person_381,0.33607807109066334,B
382,Person_382,2.6440463162294408,D
383,Person_383,1.156232505475028,A
384,Person_384,-0.9510044649082909,A
385,Person_385,0.2843806494347298,A
386,Person_386,-1.5660271673258979,C
387,Person_387,0.7656438029359955,C
388,Person_388,1.9860862061011249,C
389,Person_389,-1.1188916799285429,D
390,Person_390,1.3096062313249475,A
391,Person_391,2.010169356540153,D
392,Person_392,-0.1882542968216933,B
393,Person_393,-0.036000181928533055,C
394,Person_394,-1.5258791600880535,A
395,Person_395,-0.3424917767142441,D
396,Person_396,1.3493955407528895,A
397,Person_397,0.8178212337929798,A
398,Person_398,0.22663889291059972,D
399,Person_399,-0.4687484122918308,B
400,Person_400,-0.2806687258453649,D
401,Person_401,-0.6539359128450692,A
402,Person_402,1.255695334484257,C
403,Person_403,-0.15723522657754385,A
404,Person_404,1.9443528937272223,A
405,Person_405,0.8349339586590833,A
406,Person_406,-1.0036203399275536,C
407,Person_407,-0.8697937628930239,C
408,Person_408,0.23096529249369704,D
409,Person_409,1.0081946834826538,D
410,Person_410,0.6432707682801482,D
411,Person_411,1.1353429177603773,C
412,Person_412,0.6827641945304123,A
413,Person_413,-0.6139496777308886,A
414,Person_414,0.9670618951435938,C
415,Person_415,0.971736023910474,D
416,Person_416,0.9059643964544457,C
417,Person_417,0.15934714819018198,C
418,Person_418,-0.12110201260059948,A
419,Person_419,-0.06144507725499801,A
420,Person_420,-0.12990999961945376,D
421,Person_421,-0.9138916937342983,A
422,Person_422,-0.3145134151282101,A
423,Person_423,-0.24852469566626284,C
424,Person_424,-0.7480464250417228,A
425,Person_425,-0.07739043108167072,B
426,Person_426,0.681761848312632,B
427,Person_427,1.3933705403526937,D
428,Person_428,-0.2690837546106194,B
429,Person_429,-0.12209990171641083,C
430,Person_430,-1.5049218326727716,C
431,Person_431,-0.18483272047420335,C
432,Person_432,-1.183646128805518,D
433,Person_433,-1.1167215124981906,C
434,Person_434,-0.8883337645946869,D
435,Person_435,-0.577047677047613,C
436,Person_436,-0.5832146619946611,C
437,Person_437,-0.25624580937847113,D
438,Person_438,2.5292864374700055,B
439,Person_439,0.05730404791483421,D
440,Person_440,-0.6104248912734879,B
441,Person_441,0.8655165191175377,C
442,Person_442,1.2714525495703526,C
443,Person_443,0.3046419367337718,D
444,Person_444,-0.7371872362743872,B
445,Person_445,-1.419655511795637,D
446,Person_446,-2.373520892179757,A
447,Person_447,-0.851585492058974,D
448,Person_448,0.23957497729108837,B
449,Person_449,-0.33839317904401905,A
450,Person_450,1.1445247750574463,B
451,Person_451,1.1145352471867793,C
452,Person_452,0.5088626861372452,A
453,Person_453,1.3698177776047722,A
454,Person_454,-2.022875490430535,B
455,Person_455,-0.6656646365087782,B
456,Person_456,-0.4230979848014545,A
457,Person_457,-0.6532879816343019,D
458,Person_458,-1.894645732894902,D
459,Person_459,0.21997275807950237,C
460,Person_460,1.0211595645750993,D
461,Person_461,-0.2961071298098631,B
462,Person_462,0.02255483448546992,C
463,Person_463,1.9623523333029103,A
464,Person_464,-1.8962458708265226,D
465,Person_465,0.9163720982952613,A
466,Person_466,1.9697696537537182,C
467,Person_467,-0.02970308443260886,D
468,Person_468,-0.34841650646171773,C
469,Person_469,2.0171666056025574,B
470,Person_470,1.0866729739191485,C
471,Person_471,-0.1418905702289464,B
472,Person_472,-0.08521222552846065,A
473,Person_473,-1.960057888477313,A
474,Person_474,-0.8632715190512928,C
475,Person_475,0.26717699008208107,D
476,Person_476,-0.7238310053224956,A
477,Person_477,2.9218877677172976,B
478,Person_478,0.9303319941640235,B
479,Person_479,0.6176752204447694,B
480,Person_480,0.2379182346367836,D
481,Person_481,0.2518429183165503,A
482,Person_482,0.5281493259391478,A
483,Person_483,0.6187450947437886,B
484,Person_484,-0.5603698180316922,A
485,Person_485,-0.07599881157102083,D
486,Person_486,0.9142686695334494,C
487,Person_487,-0.5065826017050511,D
488,Person_488,1.7485306853456746,C
489,Person_489,-0.3008800940639879,C
490,Person_490,0.48813355379049356,B
491,Person_491,-0.43529531398460936,C
492,Person_492,-0.874686844530855,D
493,Person_493,-0.290168104197754,D
494,Person_494,0.19071823721525608,C
495,Person_495,-0.5910463168247293,A
496,Person_496,0.08233901045812143,C
497,Person_497,-0.089343117912742,C
498,Person_498,-0.7166085688672791,D
499,Person_499,0.6269221529063821,C
500,Person_500,-0.3919537014669188,D
501,Person_501,-1.5458201825104656,A
502,Person_502,-0.40706400470231124,C
503,Person_503,-0.3262910091107829,B
504,Person_504,-0.8720136651713494,C
505,Person_505,-1.3102096804200158,A
506,Person_506,1.7482932655433412,B
507,Person_507,-0.8564781908867737,A
508,Person_508,0.25948924189431655,A
509,Person_509,-0.9792154694411142,D
510,Person_510,-0.21516233811058616,B
511,Person_511,-0.25350495726877315,B
512,Person_512,1.0304937262614862,B
513,Person_513,1.1616974288580875,C
514,Person_514,-0.7857713062018475,A
515,Person_515,-0.07500695777409422,A
516,Person_516,1.1555306002544967,C
517,Person_517,0.600355323882844,A
518,Person_518,2.8085184437931736,B
519,Person_519,0.15826071187433816,D
520,Person_520,-0.7273620391913731,A
521,Person_521,0.8361929349258967,D
522,Person_522,0.04011178472553211,D
523,Person_523,-0.6470428761977122,D
524,Person_524,0.6708578184366935,A
525,Person_525,1.2891809562481884,A
526,Person_526,0.5077430879056012,C
527,Person_527,1.368911803685532,B
528,Person_528,0.14987314616868588,D
529,Person_529,-0.08187262730193283,A
530,Person_530,-1.868929036588127,A
531,Person_531,-1.424999516245906,D
532,Person_532,0.6617287461638418,A
533,Person_533,-0.6840093886503321,C
534,Person_534,-0.8399380171497415,A
535,Person_535,0.9349936829497356,A
536,Person_536,-0.1312298818315556,D
537,Person_537,0.44655561340208777,D
538,Person_538,-1.4430679359771323,C
539,Person_539,-0.02293197509697805,C
540,Person_540,-0.3187704941029264,B
541,Person_541,2.387640040435247,B
542,Person_542,-0.5579092914644519,C
543,Person_543,-0.5409922825058822,C
544,Person_544,-1.203758015517562,D
545,Person_545,1.1998034145594685,C
546,Person_546,0.02819122201814024,A
547,Person_547,0.5926875631277562,C
548,Person_548,-0.6441760099910983,A
549,Person_549,-0.4582395795651278,B
550,Person_550,1.5937984445799898,D
551,Person_551,-0.2777634074494388,A
552,Person_552,-0.038234735172809696,D
553,Person_553,-0.16851468230759728,A
554,Person_554,-0.24801948507176902,A
555,Person_555,-0.49128304725684707,C
556,Person_556,-1.9262831729070782,C
557,Person_557,1.0093403862520365,B
558,Person_558,0.5254381039119859,C
559,Person_559,-0.3385641367642167,A
560,Person_560,-0.30339821282081864,B
561,Person_561,0.5657899233340915,B
562,Person_562,0.28543997519059916,D
563,Person_563,0.27932884757131016,D
564,Person_564,-0.6936710057827121,D
565,Person_565,0.19824727481277093,B
566,Person_566,-0.6313644252244703,A
567,Person_567,1.2315488650721935,A
568,Person_568,0.5746149469590964,C
569,Person_569,-0.3151367236297434,B
570,Person_570,0.40227941543140106,D
571,Person_571,-0.1305850938979796,B
572,Person_572,-0.7755615090000663,B
573,Person_573,-1.098483789133465,A
574,Person_574,-0.024867426795956084,B
575,Person_575,-0.578540693825328,D
576,Person_576,0.5826767561156506,C
577,Person_577,0.8051492235254327,B
578,Person_578,1.4943195168093257,C
579,Person_579,-0.18134129933970244,C
580,Person_580,-1.0146998194092656,C
581,Person_581,-2.8000668639194792,A
582,Person_582,0.22082109586525742,C
583,Person_583,-0.8788368963891948,A
584,Person_584,0.19057038118320085,B
585,Person_585,1.3736924578888738,C
586,Person_586,-0.1491632262124174,A
587,Person_587,-1.2357316598671346,A
588,Person_588,-0.8484801701345712,D
589,Person_589,-0.6615472679302477,C
590,Person_590,0.18945919813786147,B
591,Person_591,0.9834448561057386,A
592,Person_592,1.8485452765546653,C
593,Person_593,0.1610975027467435,C
594,Person_594,0.975409612300306,C
595,Person_595,-0.6083115909622001,A
596,Person_596,2.1209969997554055,B
597,Person_597,2.2469145803915365,D
598,Person_598,-0.8502301904668985,A
599,Person_599,-0.2134399228782961,B
600,Person_600,0.21405698738771503,B
601,Person_601,0.059004501705722516,D
602,Person_602,1.389058573152153,D
603,Person_603,2.008308588656324,D
604,Person_604,0.9612632671302662,C
605,Person_605,-0.14256885474950454,C
606,Person_606,0.4849042845787117,C
607,Person_607,-0.7738703411280491,C
608,Person_608,0.30501451988217415,D
609,Person_609,0.14810401220316372,C
610,Person_610,-0.11617057318296067,D
611,Person_611,-0.08786227539083381,B
612,Person_612,1.0100087110726483,C
613,Person_613,0.1900605545272162,A
614,Person_614,-1.254577404737873,A
615,Person_615,-0.18659747580084782,A
616,Person_616,-0.506838145679512,A
617,Person_617,-2.2473658946499286,C
618,Person_618,-0.4637181374726868,D
619,Person_619,-1.0640153781219261,B
620,Person_620,2.5558577767775295,C
621,Person_621,-0.019803827134995476,A
622,Person_622,-0.1934299122758396,A
623,Person_623,-0.34876971627654985,D
624,Person_624,-0.6312377191918475,D
625,Person_625,-1.4639581260826746,D
626,Person_626,-0.013617318076631673,B
627,Person_627,0.22833770681907364,D
628,Person_628,2.0943813893304317,D
629,Person_629,2.2121709884098957,D
630,Person_630,0.8985987184942531,B
631,Person_631,-1.5318641624931963,A
632,Person_632,0.6034740103583417,D
633,Person_633,0.6027244528619364,A
634,Person_634,0.21756936615807662,B
635,Person_635,-1.4210807551585154,B
636,Person_636,0.40085315696973484,C
637,Person_637,-0.759232470758024,A
638,Person_638,-0.07603738195165072,D
639,Person_639,-0.7245950494753168,D
640,Person_640,1.1847054852999919,A
641,Person_641,-0.9482770912128855,C
642,Person_642,-0.31506815499288393,C
643,Person_643,1.1340594574752876,C
644,Person_644,0.874047537240997,C
645,Person_645,-0.42278045017565796,B
646,Person_646,-1.7104987035187484,A
647,Person_647,0.4065543371317187,B
648,Person_648,1.4317214316177629,C
649,Person_649,1.0723015461782779,D
650,Person_650,-0.8470612034445028,A
651,Person_651,-0.9130973199642692,C
652,Person_652,-0.03224954226178933,D
653,Person_653,1.741869809014742,A
654,Person_654,-1.5021439232847211,B
655,Person_655,-1.1099819722701563,D
656,Person_656,0.6841824304325133,A
657,Person_657,-0.2601268828190559,C
658,Person_658,0.6523285587979157,B
659,Person_659,0.08791627716499388,D
660,Person_660,0.923756776032372,D
661,Person_661,-1.215065443841311,C
662,Person_662,0.07321515343591023,B
663,Person_663,1.6347084438274222,A
664,Person_664,-1.2716868000248132,B
665,Person_665,1.394392871140237,B
666,Person_666,0.9949593228074793,B
667,Person_667,1.342918568300282,B
668,Person_668,-0.7161385166079864,C
669,Person_669,-1.9375730322619453,C
670,Person_670,-0.14428627300519067,D
671,Person_671,-0.24639194026175953,A
672,Person_672,1.2888039055578977,B
673,Person_673,0.8929342231704405,B
674,Person_674,0.20020415391750887,B
675,Person_675,-0.29647078541680005,B
676,Person_676,0.2712786311898557,C
677,Person_677,1.4948273103690264,D
678,Person_678,-0.005504868542231762,B
679,Person_679,0.09500631381419114,D
680,Person_680,1.3902039131617234,D
681,Person_681,-0.5249719390277626,D
682,Person_682,0.20145772849186816,D
683,Person_683,0.37032436978083105,C
684,Person_684,1.7508790280318698,A
685,Person_685,-1.4637330910864559,C
686,Person_686,0.04108053991692593,C
687,Person_687,0.16005350873783916,B
688,Person_688,-0.10526998772978104,B
689,Person_689,-1.0602445429484926,C
690,Person_690,0.976097400488423,B
691,Person_691,0.2874535064049241,B
692,Person_692,0.8083845153124792,D
693,Person_693,1.1692487075440225,B
694,Person_694,-1.2141677162428905,C
695,Person_695,2.831374906784137,B
696,Person_696,-0.24318104444281943,A
697,Person_697,-0.03186979337116852,D
698,Person_698,-1.2969037727561221,B
699,Person_699,1.534881265570525,A
700,Person_700,-0.3682577560150455,A
701,Person_701,0.37814597177683695,B
702,Person_702,-1.4618898751928684,C
703,Person_703,-0.279361108527962,D
704,Person_704,1.6443589286838336,B
705,Person_705,0.34262289774230215,B
706,Person_706,-0.23737182037522092,D
707,Person_707,-0.16380835988927855,D
708,Person_708,-0.6102959132471585,D
709,Person_709,-0.8641384552967963,D
710,Person_710,-0.8825673709419181,B
711,Person_711,0.2898117739429466,A
712,Person_712,-1.338343567367482,A
713,Person_713,2.049042789496437,C
714,Person_714,1.749170510487973,D
715,Person_715,-1.5958801643810296,C
716,Person_716,-0.645963362409995,B
717,Person_717,0.3672136035318342,D
718,Person_718,0.06580259872299232,B
719,Person_719,-0.9314703387219047,D
720,Person_720,1.027330548448985,A
721,Person_721,-0.8347767296136519,C
722,Person_722,0.9722897327905271,A
723,Person_723,-0.3587857208507706,B
724,Person_724,-1.5282896167431015,B
725,Person_725,-0.17924403601438818,B
726,Person_726,-1.838629368794138,A
727,Person_727,0.16607080624068563,D
728,Person_728,0.39733183294687735,C
729,Person_729,0.6688907133123116,B
730,Person_730,-1.071881950597571,C
731,Person_731,0.7202651334398635,D
732,Person_732,-0.03799771546540903,B
733,Person_733,0.3495319435577725,C
734,Person_734,1.164191043927642,A
735,Person_735,0.5248639079628107,C
736,Person_736,1.8105743922030357,B
737,Person_737,-0.5787695368422975,B
738,Person_738,0.23118340286578926,D
739,Person_739,1.6279321897394277,A
740,Person_740,-0.14422209646772993,D
741,Person_741,1.7506413604990565,A
742,Person_742,0.3408259945956845,B
743,Person_743,-0.3843390245999118,C
744,Person_744,-0.9048153128185369,B
745,Person_745,0.27868449369541326,B
746,Person_746,0.1397687214108443,C
747,Person_747,-0.5356621213645993,C
748,Person_748,1.5437967743035466,D
749,Person_749,0.8696239485673831,A
750,Person_750,1.1264615891583591,D
751,Person_751,-0.6896465934817226,A
752,Person_752,-0.04929403390499401,A
753,Person_753,-0.37051905294682574,B
754,Person_754,0.5228471713159757,D
755,Person_755,0.2163500874420468,A
756,Person_756,0.03135798053685076,D
757,Person_757,-0.36886773096425374,A
758,Person_758,-0.6057344721659762,B
759,Person_759,0.2348343692967454,D
760,Person_760,-0.5892597449317983,C
